Sub-Category ,Product_Name,Model_Number,Size,Power_W,Voltage,CCT,CRI_RA,Lumen,Efficacy_Lumen_per_W,Dimming_Type,Material_Finish,Sensors_and_Controls,Occupancy,Bi_Level,PIR_Microwave_Bluetooth,Remote Control,Plugin _Sensor,Emergency_Backup_Battery,Junction_Cover,Mounting,Installation_Kits,Adjustment_Dial,Certifications,Price_per_Piece,Lead_Time,Cut_Sheet,Warranty,MOQ,COST_China_DDP_USA,COST_Thailand_Vietnam,Photo,IP_Rating
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,no,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,no,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,no,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,no,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,no,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,no,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,yes,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,yes,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,yes,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,yes,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,yes,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,yes,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,yes,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,yes,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,no,no,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,no,no,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,no,no,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,no,no,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,no,no,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,no,no,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,no,no,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,no,no,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,no,yes,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,no,yes,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,no,yes,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,no,yes,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,no,yes,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,no,yes,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,no,yes,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,no,yes,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,yes,no,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,yes,no,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,yes,no,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,yes,no,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,yes,no,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,yes,no,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,yes,no,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,yes,no,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,yes,yes,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,yes,yes,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,yes,yes,no,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,yes,yes,yes,no,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,yes,yes,yes,Surface/Suspension/Continuous,no,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
LED Linear Series,Strip Light,"DM-ST2FT24WT-35G5K-[blank, EM, MS, ES]",2ft,10w/15w/24w,AC100-277Vac,3.5/4/5k (Tunable),80,1300/1950/3120LM,130lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,Microwave/Bluetooth,no,yes,yes,yes,Surface/Suspension/Continuous,yes,,ETL DLC Premium,,75 days,https://drive.google.com/file/d/1KIAA4R1h68OPsnqewllPdU8l2Qu4B0jm/view?usp=drive_link,,TBN,$11.92 (DDP),$12.30 (DDP),https://drive.google.com/file/d/12kBc5RnM-hegmKXhNcros0q9kACMNquy/view?usp=sharing,
