Sub-Category ,Product_Name,Model_Number,Size,Power_W,Voltage,CCT,CRI_RA,Lumen,Efficacy_Lumen_per_W,Dimming_Type,Material_Finish,Sensors_and_Controls,Occupancy,Bi_Level,PIR_Microwave_Bluetooth,Remote Control,Plugin _Sensor,Emergency_Backup_Battery,Junction_Cover,Mounting,Installation_Kits,Adjustment_Dial,Certifications,Price_per_Piece,Lead_Time,Cut_Sheet,Warranty,MOQ,COST_China_DDP_USA,COST_Thailand_Vietnam,Photo,IP_Rating
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,no,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,no,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,yes,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,yes,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,yes,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,yes,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,yes,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,no,yes,yes,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,yes,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,no,,,,yes,yes,yes,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,no,no,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,no,no,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,no,no,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,no,no,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,no,no,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,no,no,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,no,no,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,no,no,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,no,yes,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,no,yes,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,no,yes,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,no,yes,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,no,yes,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,no,yes,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,no,yes,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,no,yes,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,yes,no,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,yes,no,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,yes,no,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,yes,no,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,yes,no,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,yes,no,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,yes,no,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,yes,no,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,yes,yes,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,yes,yes,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,yes,yes,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,yes,yes,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,yes,yes,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,no,yes,yes,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,yes,yes,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-224-I,2ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,3600LM,150lm/w,0-10V,White/Metal/PVC,Occupancy,yes,,PIR/Bluetooth,yes,yes,yes,yes,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED Linear Series,Strip Light,SL-ST-440-I,4ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,6000LM,150lm/w,0-10V,White/Metal/PVC,no,,,,no,no,no,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-440-I,4ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,6000LM,150lm/w,0-10V,White/Metal/PVC,no,,,,no,no,no,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-440-I,4ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,6000LM,150lm/w,0-10V,White/Metal/PVC,no,,,,yes,no,no,no,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-440-I,4ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,6000LM,150lm/w,0-10V,White/Metal/PVC,no,,,,yes,no,no,no,Surface/Suspension/Continuous,Install Kit-V-Hook/Aircraft Cable/T-Bar bracket Option,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
LED Linear Series,Strip Light,SL-ST-440-I,4ft,22W/28W/34W/40W,AC100-277Vac,3.5/4/5k (Tunable),80,6000LM,150lm/w,0-10V,White/Metal/PVC,no,,,,no,no,no,yes,Surface/Suspension/Continuous,no kit,,UL DLC ,,85 days,https://drive.google.com/file/d/1vJLtMQ50XKLwxPEX0Nvz1tm6kkxPCjkg/view?usp=drive_link,,5000,$15.40,,https://drive.google.com/file/d/1bB0fdFpQ1-fSLTmBGEb_LyIFEOMw73Of/view?usp=sharing,IP65
